addr1,cat1,cat3,contentid,contenttypeid,createdtime,firstimage,firstimage2,cpyrhtDivCd,mapx,mapy,modifiedtime,sigungucode,archive_picture,lDongRegnCd,lDongSignguCd,usetime,overview,spot_code,parking_fee,cat2,title,past_image_url,past_image,이동_대중교통,이동_자차,활동_산책,동반_아이,동반_반려동물,청결_시설,뷰_야경_경관,휴식_조용함,유명,정보_구성_체험,볼거리_재미
인천광역시 중구 월미로 252 (북성동1가),A02,A02020600,2783003,12,2021-11-30,http://tong.visitkorea.or.kr/cms/resource/88/3422888_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/88/3422888_image3_1.png,Type1,126.5986499,37.47375272,2025-05-29,10,0,28,110,"- 평일 11:00~22:00 <br>
- 주말 10:30~01:00<br>
※ 기상상황에 따라 폐장시간이 변경될 수 있음","마이랜드는 월미도 하면 떠오르는 대관람차와 바이킹으로 유명한 놀이공원으로 TV 프로그램이나 유튜브에서도 여러 번 방영된 적이 있는 인천의 대표 놀이공원이다. 월미도의 명물 마이랜드 타가다 디스코는 12가지 차별화된 동작으로 타는 재미와 더불어 구경하는 재미도 동시에 느낄 수 있다.
아찔한 스케일과 스릴 있는 90도 회전의 2층 바이킹과 하늘 위에서 빙글빙글 회전하면서 점프하는 점프보트, 아이들이 좋아하는 점핑점핑 등 다양한 놀이 시설이 있다. 소지품을 맡겨 둘 수 있는 물품 보관함이 마련되어 있고, 출출함을 달랠 수 있는 먹거리 판매 상점들도 길게 들어서 있다.

◎ 한류의 매력을 만나는 여행 정보
웹 예능 <투어요정> 속 성규와 외국인 관광객들이 디스코팡팡을 즐긴 마이랜드는 월미도의 대표 테마파크다. 바다 전망과 아찔한 스릴감을 동시에 갖춘 놀이 시설을 즐긴 뒤, 가까운 월미 전망대, 송월동 동화마을에 들러 산책을 즐겨도 좋다.",2783003,-1,A0202,마이랜드,,0,0,1,0,1,0,0,0,0,0,1,1
인천광역시 연수구 새말로 120,A02,A02020700,2767606,12,2021-11-03,http://tong.visitkorea.or.kr/cms/resource/00/3352600_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/00/3352600_image3_1.jpg,Type3,126.6823661,37.41817455,2025-03-18,8,0,28,185,상시 개방,"문화공원은 1994년 조성된 도시 근린공원으로 연수 3 호 공원이라고도 부른다. 주요 시설로는 테니스장, 체육시설, 어린이 놀이터, 덩굴시렁, 물놀이장, 바닥분수, 워터스크린, 야외공연장이 있다. 1,500여 명이 한자리에 모일 수 있는 대규모의 야외공연장은 주변 경관과 잘 어울리는 무대로 전국 또는 구민노래자랑, 영화 한마당, 팝오케스트라 연주회 등 각종 문화행사가 열리고 있으며 특히 격년제로 5월에는 연수구민의 날을 개최한다. 매년 어린이날에는 동요 부르기 대회, 청소년민속놀이 등 다양한 행사가 열린다. 겨울철이 되면 야외 스케이트장을 운영하기도 한다. 인천지하철 1호선 원인재역에서 도보로 15분 거리에 위치하며, 인근에 학동 예술회관, 인천상륙작전기념관, 송도유원지 등이 있어 인천의 다양한 관광지를 방문하기도 좋다.",2767606,0,A0202,문화공원,,0,0,1,1,1,0,0,1,1,0,1,0
인천광역시 중구 운북동,A02,A02020700,3078308,12,2023-11-29,http://tong.visitkorea.or.kr/cms/resource/18/3053018_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/18/3053018_image3_1.jpg,Type3,126.5365294,37.51858531,2024-01-03,10,0,28,110,,"인천 영종도 미단시티를 대표하는 근린공원이다. 미단시티 근린공원은 1호부터 12호까지 순차적으로 조성되었다. 아직 인적이 많지 않지만 1호 근린공원에 있는 익스트림장, 축구장 겸 농구장을 이용하는 사람이 꽤 많다. 이 곳에서는 보드와 킥보드를 좋아하는 아이들이 시간 가는 줄 모르고 신나게 놀 수 있다. 익스트림장 주변으로 벤치와 산책로가 잘 조성되어 있다. 남북으로 길게 형성되어 있는 산책로를 따라 동쪽 끝까지 가면 갈대밭이 아름답고 사진찍기 좋은 미단시티1호소공원으로 연결된다. 미단시티의 여러 근린공원들도 해안산책로 등 그 나름의 특색을 가지고 있어 홀로 또는 가족과 함께 나들이하기에 좋다. 미단시티 공원 산책로가 시작되는 예단포선착장을 함께 둘러볼 수도 있다.",3078308,0,A0202,미단씨티1호근린공원,,0,0,1,1,1,1,1,1,1,0,0,0
인천광역시 연수구 해송로 59,A02,A02020700,2765400,12,2021-11-01,http://tong.visitkorea.or.kr/cms/resource/37/3380737_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/37/3380737_image3_1.jpg,Type3,126.6495089,37.38240868,2025-03-18,8,0,28,185,상시 개방,"인천광역시 연수구 송도동에 위치한 미추홀공원은 자연과 여유로운 시간을 즐길 수 있는 도심 속 휴식 공간이다. 이 공원은 넓은 잔디밭과 산책로, 다양한 나무들이 어우러져 있어 방문객들에게 편안한 분위기를 제공한다. 특히, 공원 내에는 다양한 운동 시설과 어린이 놀이터가 마련되어 있어 가족 단위 방문객들에게 인기가 많다. 또한, 미추홀공원은 인천의 아름다운 자연경관을 감상할 수 있는 최적의 장소로, 특히 일몰 시간에 찾으면 더욱 아름다운 풍경을 즐길 수 있다.",2765400,0,A0202,미추홀공원,,0,1,1,1,1,0,1,1,0,0,0,1
인천광역시 옹진군 북도면 모도로140번길 41,A02,A02020700,2766410,12,2021-11-02,http://tong.visitkorea.or.kr/cms/resource/18/3352618_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/18/3352618_image3_1.jpg,Type3,126.4062188,37.52905958,2025-03-22,9,0,28,720,상시 개방,"인천 옹진군 북도면에 속한 모도의 배미꾸미 해변에 있는 조각 공원으로서, 배미꾸미는 배의 밑구멍처럼 생긴 데서 붙여진 이름이라고 한다. 조각가 이일호 씨가 이곳에 건물을 짓고 작품을 전시하면서 조각 공원이 되었다. 해변을 바라보는 넓은 마당에 100여 점이 전시되어 있으며, 대표 작품은 해변 암반에 설치한 철제 조형물 버드나무 ‘버들 선생’이다. 섬의 풍광과 어우러져 작품 감상과 산책을 하기에 좋은 장소로 알려져 있다. 조용한 자연 속에서 예술을 즐기며 힐링할 수 있는 이곳은, 인천에서의 특별한 문화적 경험을 원하는 이들에게 완벽한 명소이다.",2766410,0,A0202,배미꾸미조각공원,,0,0,1,1,1,0,1,1,0,1,1,1
인천광역시 부평구 십정동 186-419,A02,A02020700,2768156,12,2021-11-04,http://tong.visitkorea.or.kr/cms/resource/55/3395555_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/55/3395555_image3_1.JPG,Type3,126.7029291,37.48234245,2025-03-17,6,0,28,237,상시 개방,"백운 공원은 한하운의 시인의 시비가 있는 곳이다, 한센병 시인으로 알려진 한하운 시인은 불운한 삶을 살았지만 인생의 희망을 잃지 않고 아름답게 승화한 시인으로 알려져 있다. 수원 세류동 나환자 정착촌 환자 600여 명이 부평에 정착하면서 한하운 시인도 인천과의 인연이 시작되었다. 그는 이곳에서 나환자들의 자활을 위한 성계원을 설립하였다. 금수현 가곡의 ‘파랑새’의 가사를 작사하기도 하였는데 그가 한센병에서 벗어나 자유로운 삶을 살고 싶어 했던 애절한 마음을 느낄 수 있다. 숱한 냉대를 받으며 살았던 인생이었지만 1960년 한센병 음성 판정을 받고 성계원을 나와서도 나환자들을 위해 봉사하면서 살다 십정동 자택에서 56세의 일기로 사망하였다.  그를 기리는 공원 안에는 축구장과 테니스장도 마련돼 있다. 지금은 부평구민 누구나 편하게 찾는 공원으로 사랑받고 있다.",2768156,0,A0202,백운공원,,0,0,1,1,1,1,1,1,1,0,0,1
인천광역시 부평구 안남로 146,A02,A02020700,2767563,12,2021-11-03,http://tong.visitkorea.or.kr/cms/resource/62/3395562_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/62/3395562_image3_1.JPG,Type3,126.7098281,37.49596322,2025-03-17,6,0,28,237,상시 개방,"인천광역시 부평구에 자리한 부영공원은 1945년부터 28년간 미군 캠프마켓으로 사용되던 장소를 2002년 공원으로 조성한 곳이다. 한때는(1953년) 반공포로수용소로 사용된 적이 있는 근현대사 사적지이기도 하다. 숲 속을 가로질러 산책길이 잘 조성되어 있으며 부평구청에서 분양받아 가꿀 수 있는 가족텃밭이 있다. 체육시설로 야구장과 잔디 축구장, 배드민턴장이 있으며 사회인을 위한 야구 경기가 자주 열리는 곳이기도 하다. 문화예술공간으로 3,000여 석 규모의 야외 공연장과 역사체험 공간이 있다.",2767563,0,A0202,부영공원,,0,0,1,1,1,0,0,1,0,0,0,0
인천광역시 부평구 부평공원로,A02,A02020700,126837,12,2003-11-05,http://tong.visitkorea.or.kr/cms/resource/20/3350020_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/20/3350020_image3_1.jpg,Type3,126.7146084,37.48958904,2025-03-17,6,0,28,237,상시 개방,"수도권 지하철 1호선 부평역과 백운역 사이에 자리한 동서로 기다란 형태의 공원이다. 당초 육군 88 정비부대에서 군부대 용지로 사용하던 시설을 93년 1월 도시공원 시설로 결정하여 부지 내 총 58동의 노후 건물을 철거하고 2000년부터 공원조성 사업을 시작하였으며, 2009년도 다양한 볼거리 및 짙은 녹음의 편안한 휴식공간을 제공하기 위하여 계류, 습지 등 친수공간을 조성하였다. 중앙광장을 중심으로 농구장과 배드민턴장, 게이트볼장, 족구장 등의 운동시설, 분수대와 계류, 습지 등의 친수 공간, 어린이놀이터 등 다양한 편의시설로 이루어져 있다. 부평공원의 매력은 녹음의 푸르름과 친수 공간의 시원함이 조화를 이룬다는 데 있다. 푸릇한 산책로를 거닐다가 물소리에 귀 기울이며 도심에서 자연과 동화되는 순간을 만끽할 수 있다. 공원은 인천 시민과 관광객의 도심 속 쉼터 역할을 한다.",126837,0,A0202,부평공원,,0,0,1,1,1,0,1,1,0,0,0,1
인천광역시 부평구 광장로 30,A02,A02020700,2768190,12,2021-11-04,http://tong.visitkorea.or.kr/cms/resource/90/3395490_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/90/3395490_image3_1.JPG,Type3,126.7244908,37.49053355,2025-03-27,6,0,28,237,상시 개방,"부평역은 인천의 대표적인 전철역으로 부평의 최대 관문 역할을 하는 곳이다. 유동인구가 많이 몰리는 부평역 북광장에서는 크고 작은 다양한 행사가 많이 개최된다. 많은 상점과 주차장이 있고 만남의 광장으로 활용되는 곳이다. 평역북광장은 특히, 지역 경제와 문화의 중심지로서, 부평구의 활력을 증진시키는 중요한 역할을 한다. 이곳은 현대적인 분위기와 함께 지역 사회의 따뜻함을 느낄 수 있는 장소로, 많은 사람들이 찾는 명소이다.",2768190,-1,A0202,부평역북광장,,0,0,1,1,0,0,1,1,0,0,1,1
인천광역시 중구 영종해안북로847번길 55,A02,A02020800,2709524,12,2021-03-11,http://tong.visitkorea.or.kr/cms/resource/34/3381734_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/34/3381734_image3_1.jpg,Type3,126.4532403,37.49856395,2025-03-18,10,0,28,110,홈페이지 참조,"삼목선착장은 인천 중구의 영종도와 과거 삼목도였던 곳에 위치한 부두이다. 
인천국제공항 건설을 위해 영종도와 용유도 사이에 방조제가 건설되자 웅진군 북도면의 섬들 사이를 연결하는 배편 운항이 어렵게 되면서, 주민들의 교통 편의와 물자 운송을 위해 선착장이 만들어지게 되었다.",2709524,2,A0202,삼목선착장,,0,0,1,0,0,0,0,1,0,0,0,0
인천광역시 중구 연안부두로 36 연안부두해양광장,A02,A02020700,3003620,12,2023-08-29,http://tong.visitkorea.or.kr/cms/resource/32/3002032_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/32/3002032_image3_1.jpg,Type3,126.6018307,37.45555212,2024-11-13,10,0,28,110,상시개방(물놀이는 7-8월 한시적 개방),"인천 연안부두에 있는 해양광장에는 러일전쟁 100주년을 맞이해 인천 앞바다에서 전사한 러시아 군인들을 추모하는 추모비와 마트료시카 인형 조형물이 있다. 그리고 러시아 도시 이름을 딴 상트페테르부르크 광장이 있다. 인천시와 상트페테르부르크시가 교류 협약을 맺은 것을 기념하고, 서로에 대한 우호와 감사의 의미를 담아 서로의 이름을 딴 광장을 조성한 것이다. 인천에는 상트페테르부르크 광장이 있고, 상트페테르부르크에는 인천광장이 있다.
광장의 한쪽에는 야외공연장과 물놀이 시설, 음악분수대가 있다. 음악분수대는 서해바다를 배경삼아 가리비, 문어, 섬, 음악, 갈매기, 물보라, 해초를 분수와 조형물로 형상화하였고 형형색색의 조명과 리듬에 맞추어 춤을 추는 모습이 환상적이어서 많은 사람들이 찾는다. 
물놀이 시설은 여름 이외에는 일반 놀이터처럼 사용 되며, 광장 동쪽에 월디4D입체영상관이 있다.",3003620,2,A0202,상트페테르부르크광장,,0,0,1,1,0,0,0,0,0,0,0,0
인천광역시 연수구 신송로118번길 35 (송도동),A02,A02020700,3061257,12,2023-11-30,http://tong.visitkorea.or.kr/cms/resource/50/3451550_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/50/3451550_image3_1.jpg,Type1,126.6561302,37.39618775,2024-12-19,8,0,28,185,상시 개방,"총면적 104,709㎡의 새아침공원은 연수구 신송로에 위치하고 있다. 새아침공원에는 스케이트보드, 어그레시브 인라인, BMX 자전거를 좀 더 다이내믹하게 즐길 수 있는 레저 스포츠 공간인 X-게임장, 우거진 나무와 풀숲 사이로 자전거를 타고 달릴 수 있는 자전거도로가 있다. 이 밖에도 맨발로 걸으며 자연을 느낄 수 있는 지압보도, 자연을 이해하고 자연과 친숙해지는 법을 배우기에 더없이 좋은 생태교육관, 체력단련장, 테니스장 등으로 구성되어 있다. 하루를 건강하게 보내기 위해 건강한 아침을 지향하는 새아침공원은 다양한 레저와 건강 체험, 문화와 교육을 위한 공원으로 알려져 지역주민들이 많이 이용하고 있다.",3061257,2,A0202,새아침공원,,0,0,1,1,1,0,1,1,0,0,0,1
인천광역시 서구 심곡로 151,A02,A02020700,2767590,12,2021-11-03,http://tong.visitkorea.or.kr/cms/resource/78/2780578_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/78/2780578_image2_1.jpg,Type3,126.681132,37.54671792,2025-03-11,7,0,28,260,상시 개방,"서곶근린공원은 인천광역시 서구에 위치한 넓고 평화로운 휴식 공간이다. 공원은 산책로와 자전거 도로가 잘 조성되어 있어 자연 속에서 여유로운 시간을 보낼 수 있다. 특히, 다양한 꽃과 나무들이 식재되어 있어 계절마다 다른 아름다움을 느낄 수 있다. 또한, 운동을 즐길 수 있는 야외 체육시설과 어린이들을 위한 놀이시설이 마련되어 있어 가족 단위 방문객에게 적합하다. 공원 주변은 고요하고 조용한 분위기로, 도심에서 벗어나 힐링할 수 있는 장소로 많은 이들에게 사랑받고 있다.",2767590,0,A0202,서곶근린공원,,0,0,1,1,1,0,0,1,0,0,0,0
인천광역시 계양구 살라리로2번길 33,A02,A02020700,2765497,12,2021-11-02,http://tong.visitkorea.or.kr/cms/resource/17/2779017_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/17/2779017_image3_1.png,Type3,126.7454182,37.53350115,2025-03-11,2,0,28,245,상시 개방,"인천 계양구 서운체육공원은 지역 주민들의 건강과 여가를 위한 중요한 공간이다. 축구와 농구를 할 수 있는 운동장과 넓은 광장, 인라인 전용 구간도 있어 인근 주민들이 자주 찾는 공원이다. 자전거와 인라인을 즐기는 어린이들이 많으며 5월에는 어린이 축제도 크게 열린다. 공원 바로 옆에는 서부 간선수로가 산책로로 조성되어 있으며, 대형 꽃밭을 조성해 놓은 계양 꽃마루도 함께 즐기기 좋다.",2765497,0,A0202,서운체육공원,,0,0,1,1,1,0,0,1,0,0,0,0
인천광역시 서구 가정로294번길 20,A02,A02020700,2767723,12,2021-11-03,http://tong.visitkorea.or.kr/cms/resource/39/2780639_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/39/2780639_image2_1.png,Type3,126.6749642,37.51087475,2025-01-06,7,0,28,260,상시,"인천 서구 석남동 자동차산업단지와 주변 주택가에 위치한 공원으로서 현재는 운동기구, 놀이터, 농구장, 배드민턴장, 정자, 벤치 등이 조성되어 있는 생활형 체육공원이다. 공원은 인천 서구가 추진 중인 도시재생활성화계획(2019년~2023년)으로 새롭게 조성되고 지하 공영주차장을 신설하고 공원 면적도 확대될 예정이다. 새로운 시설에는 진경산수 벽천, 순환산책로, 실버 쉼터, 어린이 놀이 시설, 배드민턴장, 농구장, 족구장 등의 시설이 갖춰진다.",2767723,0,A0202,석남체육공원,,0,0,1,1,1,0,0,1,0,0,0,0
